doc_content|doc_title|doc_url|doc_key|doc_date|doc_year|doc_lang|doc_tdmcat|doc_srccat
Projection pursuit regression and kernel regression are methods for estimating a smooth function of several variables from noisy data obtained at scattered sites. Methods based on local averaging can perform poorly in high dimensions (curse of dimensionality). Intuition and examples have suggested that projection based approaches can provide better fits. For what sorts of regression functions is this true? When and by how much do projection methods reduce the curse of dimensionality? We make a start by focusing on the two-dimensional problem and study the L2 approximation error (bias) of the two procedures with respect to Gaussian measure. Let RA stand for a certain PPR-type approximation and KA for a particular kernel-type approximation. Building on a simple but striking duality for polynomials, we show that RA behaves significantly better than the minimax rate of approximation for radial functions, while KA performs significantly better than the minimax rate for harmonic functions. In fact, the rate improvements carry over to large classes, RA behaving very well for functions with enough angular smoothness (oscillating slowly with angle), while KA behaves very well for functions with enough Laplacian smoothness, (oscillations averaging out locally). The rate improvements matter: They are equivalent to lowering the dimensionality of the problem. For example, for functions with nice tail behavior, RA behaves as if the dimensionality of the problem were 1.5 rather than its nominal value 2. Also, RA and KA are complementary: For a given function, if one method offers a dimensionality reduction, the other does not.|Projection-Based Approximation and a Duality with Kernel Methods|http://www.jstor.org/stable/2241504|2241504|1989-03-01|1989|['eng']|['Mathematics - Mathematical objects']|['Science & Mathematics', 'Statistics']
The assessment of the performance of learners by means of benchmark experiments is an established exercise. In practice, benchmark studies are a tool to compare the performance of several competing algorithms for a certain learning problem. Cross-validation or resampling techniques are commonly used to derive point estimates of the performances which are compared to identify algorithms with good properties. For several benchmarking problems, test procedures taking the variability of those point estimates into account have been suggested. Most of the recently proposed inference procedures are based on special variance estimators for the cross-validated performance. We introduce a theoretical framework for inference problems in benchmark experiments and show that standard statistical test procedures can be used to test for differences in the performances. The theory is based on well-defined distributions of performance measures which can be compared with established tests. To demonstrate the usefulness in practice, the theoretical results are applied to regression and classification benchmark studies based on artificial and real world data.|The Design and Analysis of Benchmark Experiments|http://www.jstor.org/stable/27594139|27594139|2005-09-01|2005|['eng']|['Applied sciences - Engineering', 'Mathematics - Applied mathematics']|['Science & Mathematics', 'Computer Science', 'Statistics']
Bayesian analysis is given of a random effects binary probit model that allows for heteroscedasticity. Real and simulated examples illustrate the approach and show that ignoring heteroscedasticity when it exists may lead to biased estimates and poor prediction. The computation is carried out by an efficient Markov chain Monte Carlo sampling scheme that generates the parameters in blocks. We use the Bayes factor, cross-validation of the predictive density, the deviance information criterion and Receiver Operating Characteristic (ROC) curves for model comparison.|Bayesian estimation of a random effects heteroscedastic probit model|http://www.jstor.org/stable/23118096|23118096|2009-01-01|2009|['eng']|['Mathematics - Applied mathematics', 'Applied sciences - Engineering']|['Business & Economics', 'Business', 'Economics']
Phage display is a biological process that is used to screen random peptide libraries for ligands that bind to a target of interest with high affinity. On the basis of a count data set from an innovative multistage phage display experiment, we propose a class of Bayesian mixture models to cluster peptide counts into three groups that exhibit different display patterns across stages. Among the three groups, the investigators are particularly interested in that with an ascending display pattern in the counts, which implies that the peptides are likely to bind to the target with strong affinity. We apply a Bayesian false discovery rate approach to identify the peptides with the strongest affinity within the group. A list of peptides is obtained, among which important ones with meaningful functions are further validated by biologists. To examine the performance of the Bayesian model, we conduct a simulation study and obtain desirable results.|Bayesian Mixture Models for Complex High Dimensional Count Data in Phage Display Experiments|http://www.jstor.org/stable/4626758|4626758|2007-01-01|2007|['eng']|['Biological sciences - Biology', 'Applied sciences - Engineering']|['Science & Mathematics', 'Statistics']
Bayesian networks are frequently used in educational assessments primarily for learning about students' knowledge and skills. There is a lack of works on assessing fit of Bayesian networks. This article employs the posterior predictive model checking method, a popular Bayesian model checking tool, to assess fit of simple Bayesian networks. A number of aspects of model fit, those of usual interest to practitioners, are assessed using various diagnostic tools. This article suggests a direct data display for assessing overall fit, suggests several diagnostics for assessing item fit, suggests a graphical approach to examine if the model can explain the association among the items, and suggests a version of the Mantel-Haenszel statistic for assessing differential item functioning. Limited simulation studies and a real data application demonstrate the effectiveness of the suggested model diagnostics.|Model Diagnostics for Bayesian Networks|http://www.jstor.org/stable/3701286|3701286|2006-04-01|2006|['eng']|['Mathematics - Applied mathematics', 'Mathematics - Mathematical logic']|['Science & Mathematics', 'Education', 'Statistics', 'Social Sciences']
We consider adapting a canonical computer model calibration apparatus, involving coupled Gaussian process (GP) emulators, to a computer experiment simulating radiative shock hydrodynamics that is orders of magnitude larger than what can typically be accommodated. The conventional approach calls for thousands of large matrix inverses to evaluate the likelihood in an MCMC scheme. Our approach replaces that costly ideal with a thrifty take on essential ingredients, synergizing three modern ideas in emulation, calibration and optimization: local approximate GP regression, modularization, and mesh adaptive direct search. The new methodology is motivated both by necessity—considering our particular application—and by recent trends in the supercomputer simulation literature. A synthetic data application allows us to explore the merits of several variations in a controlled environment and, together with results on our motivating real-data experiment, lead to noteworthy insights into the dynamics of radiative shocks as well as the limitations of the calibration enterprise generally.|CALIBRATING A LARGE COMPUTER EXPERIMENT SIMULATING RADIATIVE SHOCK HYDRODYNAMICS|http://www.jstor.org/stable/43826416|43826416|2015-09-01|2015|['eng']|['Applied sciences - Engineering', 'Mathematics - Applied mathematics']|['Mathematics', 'Science & Mathematics', 'Statistics']
Investigators often change how variables are measured during the middle of data-collection, for example, in hopes of obtaining greater accuracy or reducing costs. The resulting data comprise sets of observations measured on two (or more) different scales, which complicates interpretation and can create bias in analyses that rely directly on the differentially measured variables. We develop approaches based on multiple imputation for handling mid-study changes in measurement for settings without calibration data, that is, no subjects are measured on both (all) scales. This setting creates a seemingly insurmountable problem for multiple imputation: since the measurements never appear jointly, there is no information in the data about their association. We resolve the problem by making an often scientifically reasonable assumption that each measurement regime accurately ranks the samples but on differing scales, so that, for example, an individual at the qth percentile on one scale should be at about the qth percentile on the other scale. We use rank-preservation assumptions to develop three imputation strategies that flexibly transform measurements made in one scale to measurements made in another: a Markov chain Monte Carlo (MCMC)-free approach based on permuting ranks of measurements, and two approaches based on dependent Dirichlet process (DDP) mixture models for imputing values conditional on covariates. We use simulations to illustrate conditions under which each strategy performs well, and present guidance on when to apply each. We apply these methods to a study of birth outcomes in which investigators collected mothers' blood samples to measure levels of environmental contaminants. Midway through data ascertainment, the study switched from one analytical lab to another. The distributions of blood lead levels differ greatly across the two labs, suggesting that the labs report measurements according to different scales. We use nonparametric Bayesian imputation models to obtain sets of plausible measurements on a common scale, and estimate quantile regressions of birth weight on various environmental contaminants.|Nonparametric Bayesian Multiple Imputation for Missing Data Due to Mid-Study Switching of Measurement Methods|http://www.jstor.org/stable/23239582|23239582|2012-06-01|2012|['eng']|['Applied sciences - Engineering']|['Science & Mathematics', 'Statistics']
Tumours develop in an evolutionary process, in which the accumulation of mutations produces subpopulations of cells with distinct mutational profiles, called clones. This process leads to the genetic heterogeneity widely observed in tumour sequencing data, but identifying the genotypes and frequencies of the different clones is still a major challenge. Here, we present Cloe, a phylogenetic latent feature model to deconvolute tumour sequencing data into a set of related genotypes. Our approach extends latent feature models by placing the features as nodes in a latent tree. The resulting model can capture both the acquisition and the loss of mutations, as well as episodes of convergent evolution. We establish the validity of Cloe on synthetic data and assess its performance on controlled biological data, comparing our reconstructions to those of several published state-of-the-art methods. We show that our method provides highly accurate reconstructions and identifies the number of clones, their genotypes and frequencies even at a modest sequencing depth. As a proof of concept, we apply our model to clinical data from three cases with chronic lymphocytic leukaemia and one case with acute myeloid leukaemia.|A PHYLOGENETIC LATENT FEATURE MODEL FOR CLONAL DECONVOLUTION|http://www.jstor.org/stable/44252239|44252239|2016-12-01|2016|['eng']|['Biological sciences - Biology']|['Mathematics', 'Science & Mathematics', 'Statistics']
We describe a Bayesian technique to (a) perform a sparse joint selection of significant predictor variables and significant inverse covariance matrix elements of the response variables in a high-dimensional linear Gaussian sparse seemingly unrelated regression (SSUR) setting and (b) perform an association analysis between the high-dimensional sets of predictors and responses in such a setting. To search the high-dimensional model space, where both the number of predictors and the number of possibly correlated responses can be larger than the sample size, we demonstrate that a marginalization-based collapsed Gibbs sampler, in combination with spike and slab type of priors, offers a computationally feasible and efficient solution. As an example, we apply our method to an expression quantitative trait loci (eQTL) analysis on publicly available single nucleotide polymorphism (SNP) and gene expression data for humans where the primary interest lies in finding the significant associations between the sets of SNPs and possibly correlated genetic transcripts. Our method also allows for inference on the sparse interaction network of the transcripts (response variables) after accounting for the effect of the SNPs (predictor variables). We exploit properties of Gaussian graphical models to make statements concerning conditional independence of the responses. Our method compares favorably to existing Bayesian approaches developed for this purpose.|Joint High-Dimensional Bayesian Variable and Covariance Selection with an Application to eQTL Analysis|http://www.jstor.org/stable/44695261|44695261|2013-06-01|2013|['eng']|['Applied sciences - Engineering']|['Science & Mathematics', 'Statistics']
We explore and illustrate the use of time series decomposition methods for evaluating and comparing latent structure in nonstationary electroencephalographic (EEG) traces obtained from depressed patients during brain seizures induced as part of electro-convulsive therapy (ECT). Analysis of the patterns of change over time in the frequency structure of such EEG data provides insight into the neurophysiological mechanisms of action of this effective but poorly understood antidepressant treatment, and allows clinicians to modify ECT treatments to optimize therapeutic benefits while minimizing associated side effects. Our work has introduced new methods of time-frequency analysis of EEG series that identify the complete pattern of time evolution of frequency structure over the course of a seizure, and usefully assist in these scientific and clinical studies. New methods of decomposition of flexible dynamic models provide time domain decompositions of individual EEG series into collections of latent components in different frequency bands. This allows us to explore ECT seizure characteristics via inferences on the time-varying parameters that characterize these latent components, and to relate differences in such characteristics across seizures to differences in the therapeutic effectiveness and cognitive side effects of those seizures. This article discusses the scientific context and problems, development of nonstationary time series models and new methods of decomposition to explore time-frequency structure, and aspects of model fitting and analysis. We include applied studies on two datasets from recent clinical ECT studies. One is an initial illustrative analysis of a single EEG trace, the second compares the EEG data recorded during two types of ECT treatment that differ in therapeutic effectiveness and cognitive side effects. The uses of these models and time series decomposition methods in extracting and contrasting key features of the seizure underlying the EEG signals are highlighted. Through the use of these models we have quantified, for the first time, decreases in the dominant frequencies of low-frequency EEG components during ECT seizures. We have also identified preliminary evidence that such decreases are enhanced under the more effective ECTs at higher electrical dosages, a finding consistent with prior reports and the hypothesis that more effective forms of ECT are more effective in eliciting neurophysiological inhibitory processes.|Evaluation and Comparison of EEG Traces: Latent Structure in Nonstationary Time Series|http://www.jstor.org/stable/2670154|2670154|1999-06-01|1999|['eng']|['Biological sciences - Biology']|['Science & Mathematics', 'Statistics']
Although basketball is a dualistic sport, with all players competing on both offense and defense, almost all of the sport's conventional metrics are designed to summarize offensive play. As a result, player valuations are largely based on offensive performances and to a much lesser degree on defensive ones. Steals, blocks and defensive rebounds provide only a limited summary of defensive effectiveness, yet they persist because they summarize salient events that are easy to observe. Due to the inefficacy of traditional defensive statistics, the state of the art in defensive analytics remains qualitative, based on expert intuition and analysis that can be prone to human biases and imprecision. Fortunately, emerging optical player tracking systems have the potential to enable a richer quantitative characterization of basketball performance, particularly defensive performance. Unfortunately, due to computational and methodological complexities, that potential remains unmet. This paper attempts to fill this void, combining spatial and spatio-temporal processes, matrix factorization techniques and hierarchical regression models with player tracking data to advance the state of defensive analytics in the NBA. Our approach detects, characterizes and quantifies multiple aspects of defensive play in basketball, supporting some common understandings of defensive effectiveness, challenging others and opening up many new insights into the defensive elements of basketball.|CHARACTERIZING THE SPATIAL STRUCTURE OF DEFENSIVE SKILL IN PROFESSIONAL BASKETBALL|http://www.jstor.org/stable/24522412|24522412|2015-03-01|2015|['eng']|['Mathematics - Mathematical objects']|['Mathematics', 'Science & Mathematics', 'Statistics']
A rich nonparametric analysis of the finite normal mixture model is obtained by working with a precise truncation approximation of the Dirichlet process. Model fitting is carried out by a simple Gibbs sampling algorithm that directly samples the nonparametric posterior. The proposed sampler mixes well, requires no tuning parameters, and involves only draws from simple distributions, including the draw for the mass parameter that controls clustering, and the draw for the variances with the use of a nonconjugate uniform prior. Working directly with the nonparametric prior is conceptually appealing and among other things leads to graphical methods for studying the posterior mixing distribution as well as penalized MLE procedures for deriving point estimates. We discuss methods for automating selection of priors for the mean and variance components to avoid over or undersmoothing the data. We also look at the effectiveness of incorporating prior information in the form of frequentist point estimates.|Approximate Dirichlet Process Computing in Finite Normal Mixtures: Smoothing and Prior Information|http://www.jstor.org/stable/1391111|1391111|2002-09-01|2002|['eng']|['Applied sciences - Engineering', 'Physical sciences - Astronomy']|['Science & Mathematics', 'Computer Science', 'Statistics']
This article establishes a general formulation for Bayesian model-based clustering, in which subset labels are exchangeable, and items are also exchangeable, possibly up to covariate effects. The notational framework is rich enough to encompass a variety of existing procedures, including some recently discussed methods involving stochastic search or hierarchical clustering, but more importantly allows the formulation of clustering procedures that are optimal with respect to a specified loss function. Our focus is on loss functions based on pairwise coincidences, that is, whether pairs of items are clustered into the same subset or not. Optimization of the posterior expected loss function can be formulated as a binary integer programming problem, which can be readily solved by standard software when clustering a modest number of items, but quickly becomes impractical as problem scale increases. To combat this, a new heuristic item-swapping algorithm is introduced. This performs well in our numerical experiments, on both simulated and real data examples. The article includes a comparison of the statistical performance of the (approximate) optimal clustering with earlier methods that are model-based but ad hoc in their detailed definition.|Bayesian Model-Based Clustering Procedures|http://www.jstor.org/stable/27594259|27594259|2007-09-01|2007|['eng']|['Applied sciences - Engineering']|['Science & Mathematics', 'Computer Science', 'Statistics']
Methods are introduced and illustrated for synthesizing evidence from case-control and cohort studies, and controlled trials, accounting for differences among the studies in their design, length of follow-up and quality. The methods, based on hierarchical but nonexchangeable Bayesian models, are illustrated in a synthesis of disparate information about the health effects of passive exposure to environmental tobacco smoke.|Adjusted Likelihoods for Synthesizing Empirical Evidence from Studies That Differ in Quality and Design: Effects of Environmental Tobacco Smoke|http://www.jstor.org/stable/4144397|4144397|2004-08-01|2004|['eng']|['Information science - Coding theory', 'Health sciences - Health and wellness', 'Applied sciences - Engineering']|['Science and Mathematics', 'Statistics']
We investigated the risk factors for childhood malnutrition in India based on the 2005/2006 Demographic and Health Survey by applying a novel estimation technique for additive quantile regression. Ordinary linear and generalized linear regression models relate the mean of a response variable to a linear combination of covariate effects, and, as a consequence, focus on average properties of the response. The use of such a regression model for analyzing childhood malnutrition in developing or transition countries implies that the estimated effects describe the average nutritional status. However, it is of even greater interest to analyze quantiles of the response distribution, such as the 5% or 10% quantile, which relate to the risk of extreme malnutrition. Our investigation is based on a semiparametric extension of quantile regression models where different types of nonlinear effects are included in the model equation, leading to additive quantile regression. We addressed the variable selection and model choice problems associated with estimating such an additive quantile regression model using a novel boosting approach. Our proposal allows for data-driven determination of the amount of smoothness required for the nonlinear effects and combines model choice with an automatic variable selection property. In an empirical evaluation, we compared our boosting approach with state-of-the-art methods for additive quantile regression. The results suggest that boosting is an appropriate tool for estimation and variable selection in additive quantile regression models and helps to identify yet unknown risk factors for childhood malnutrition. This article has supplementary material online.|Identifying Risk Factors for Severe Childhood Malnutrition by Boosting Additive Quantile Regression|http://www.jstor.org/stable/41416387|41416387|2011-06-01|2011|['eng']|['Applied sciences - Engineering']|['Science and Mathematics', 'Statistics']
In this article a time-varying coefficient model is developed to examine the relationship between adverse health and short-term (acute) exposure to air pollution. This model allows the relative risk to evolve over time, which may be due to an interaction with temperature, or from a change in the composition of pollutants, such as particulate matter, over time. The model produces a smooth estimate of these time-varying effects, which are not constrained to follow a fixed parametric form set by the investigator. Instead, the shape is estimated from the data using penalized natural cubic splines. Poisson regression models, using both quasi-likelihood and Bayesian techniques, are developed, with estimation performed using an iteratively re-weighted least squares procedure and Markov chain Monte Carlo simulation, respectively. The efficacy of the methods to estimate different types of time-varying effects are assessed via a simulation study, and the models are then applied to data from four cities that were part of the National Morbidity, Mortality, and Air Pollution Study. /// Nous présentons un modèle à coefficient dépendant du temps pour étudier la relation entre exposition aiguë (à court terme) à la pollution atmosphérique et altérations de la santé. Ce modèle permet au risque relatif de varier en fonction du temps comme cela peut se produire en cas d'interaction avec la température ou de modification de la composition en polluants, par exemple en particules solides. Le modèle fournit une estimation lissée de ces effets dépendant du temps sans qu'il soit nécessaire de spécifier une forme paramétrique particulière. Cette forme est estimée à partir des données à l'aide de fonctions spline cubiques pénalisées. Nous développons des modèles de régression de Poisson dont les coefficients sont estimés soit en maximisant une quasi-vraisemblance par une procédure itérative de moindres carrés repondérés, soit par une approche bayésienne utilisant une méthode de Monte Carlo par chaîne de Markov (MCMC). L'efficacité de ces approches pour estimer différents effets dépendant du temps est évaluée par simulations et les modèles sont appliqués aux données recueillies dans quatre villes pour l'enquête NMMAPS (Enquête Nationale Morbidité, Mortalité et Pollution Atmosphérique).|Time-Varying Coefficient Models for the Analysis of Air Pollution and Health Outcome Data|http://www.jstor.org/stable/4541481|4541481|2007-12-01|2007|['eng']|['Physical sciences - Astronomy']|['Science & Mathematics', 'Statistics']
We propose a class of longitudinal data models with random effects that generalizes currently used models in two important ways. First, the random-effects model is a flexible mixture of multivariate normals, accommodating population heterogeneity, outliers, and nonlinearity in the regression on subject-specific covariates. Second, the model includes a hierarchical extension to allow for meta-analysis over related studies. The random-effects distributions are decomposed into one part that is common across all related studies (common measure), and one part that is specific to each study and that captures the variability intrinsic between patients within the same study. Both the common measure and the study-specific measures are parameterized as mixture-of-normais models. We carry out inference using reversible jump posterior simulation to allow a random number of terms in the mixtures. The sampler takes advantage of the small number of entertained models. The motivating application is the analysis of two studies carried out by the Cancer and Leukemia Group B (CALGB). In both studies, we record for each patient white blood cell counts (WBC) over time to characterize the toxic effects of treatment. The WBCs are modeled through a nonlinear hierarchical model that gathers the information from both studies.|Bayesian Meta-Analysis for Longitudinal Data Models Using Multivariate Mixture Priors|http://www.jstor.org/stable/3695813|3695813|2003-03-01|2003|['eng']|['Applied sciences - Engineering']|['Science & Mathematics', 'Statistics']
Finding an unconstrained and statistically interpretable reparameterization of a covariance matrix is still an open problem in statistics. Its solution is of central importance in covariance estimation, particularly in the recent high-dimensional data environment where enforcing the positive-definiteness constraint could be computationally expensive. We provide a survey of the progress made in modeling covariance matrices from two relatively complementary perspectives: (1) generalized linear models (GLM) or parsimony and use of covariates in low dimensions, and (2) regularization or sparsity for high-dimensional data. An emerging, unifying and powerful trend in both perspectives is that of reducing a covariance estimation problem to that of estimating a sequence of regression problems. We point out several instances of the regression-based formulation. A notable case is in sparse estimation of a precision matrix or a Gaussian graphical model leading to the fast graphical LASSO algorithm. Some advantages and limitations of the regression-based Cholesky decomposition relative to the classical spectral (eigenvalue) and variance-correlation decompositions are highlighted. The former provides an unconstrained and statistically interpretable reparameterization, and guarantees the positive-definiteness of the estimated covariance matrix. It reduces the unintuitive task of covariance estimation to that of modeling a sequence of regressions at the cost of imposing an a priori order among the variables. Elementwise regularization of the sample covariance matrix such as banding, tapering and thresholding has desirable asymptotic properties and the sparse estimated covariance matrix is positive definite with probability tending to one for large samples and dimensions.|Covariance Estimation: The GLM and Regularization Perspectives|http://www.jstor.org/stable/23059137|23059137|2011-08-01|2011|['eng']|['Mathematics - Mathematical objects', 'Mathematics - Mathematical logic']|['Science and Mathematics', 'Statistics']
Using annual observations on industrial production over the last three centuries, and on GDP over a 100-year period, we seek an historical perspective on the forecastability of these UK output measures. The series are dominated by strong upward trends, so we consider various specifications of this, including the local linear trend structural time-series model, which allows the level and slope of the trend to vary. Our results are not unduly sensitive to how the trend in the series is modelled: the average sizes of the forecast errors of all models, and the wide span of prediction intervals, attests to a great deal of uncertainty in the economic environment. It appears that, from an historical perspective, the postwar period has been relatively more forecastable.|AN HISTORICAL PERSPECTIVE ON FORECAST ERRORS|http://www.jstor.org/stable/23872693|23872693|2002-07-01|2002|['eng']|['Mathematics - Applied mathematics']|['Business & Economics', 'Economics']
Many basic questions in the social network literature center on the distribution of aggregate structural properties within and across populations of networks. Such questions are of increasing relevance given the growing availability of network data suitable for meta-analytic studies, as well as the rise of study designs that involve the collection of data on multiple networks drawn from a larger population. Despite this, little work has been done on model-based inference for the properties of graph populations, or on methods for comparing such populations. Here, we attempt to rectify this gap by introducing a family of techniques that combines an existing approach to the identification of structural biases in network data (the use of conditional uniform graph quantiles) with strategies drawn from nonparametric Bayesian analysis. Conditional uniform graph quantiles are the quantiles of an observed structural property in the reference distribution produced by evaluating that property over all graphs with certain fixed characteristics (e.g., size or density). These quantiles have long been used to measure the extent to which a property of interest on a single network deviates from what would be expected given that network's other characteristics. The methods introduced here employ such quantile information to allow for principled inference regarding the distribution of structural biases within (and comparison across) populations of networks, given data sampled at the network level. The data requirements of these methods are minimal, thus making them well-suited to meta-analytic applications for which complete network data (as opposed to summary statistics) are often unavailable. The structural biases inferred using these methods can be expressed in terms of posterior predictives for familiar and easily communicated quantities, such as p-values. In addition to the methods themselves, we present algorithms for posterior simulation from this model class, illustrating their use with applications to the analysis of social structure within urban communes and radio communications among emergency personnel. We also discuss how this approach may applied to quantiles arising from other reference distributions, such as those obtained using general exponential-family random graph models.|BAYESIAN META-ANALYSIS OF SOCIAL NETWORK DATA VIA CONDITIONAL UNIFORM GRAPH QUANTILES|http://www.jstor.org/stable/41336924|41336924|2011-01-01|2011|['eng']|['Mathematics - Mathematical logic', 'Mathematics - Applied mathematics']|['Sociology', 'Social Sciences']
The paper develops a unified theoretical and computational framework for false discovery control in multiple testing of spatial signals. We consider both pointwise and clusterwise spatial analyses, and derive oracle procedures which optimally control the false discovery rate, false discovery exceedance and false cluster rate. A data-driven finite approximation strategy is developed to mimic the oracle procedures on a continuous spatial domain. Our multiple-testing procedures are asymptotically valid and can be effectively implemented using Bayesian computational algorithms for analysis of large spatial data sets. Numerical results show that the procedures proposed lead to more accurate error control and better power performance than conventional methods. We demonstrate our methods for analysing the time trends in tropospheric ozone in eastern USA.|False discovery control in large-scale spatial multiple testing|http://www.jstor.org/stable/24774725|24774725|2015-01-01|2015|['eng']|['Applied sciences - Engineering']|['Science & Mathematics', 'Statistics']
The Caloplaca saxícola group is the main group of saxicolous, lobed-effigurate species within genus Caloplaca (Teloschistaceae, lichen-forming Ascomycota). A recent monographic revision by the first author detected a wide range of morphological variation. To confront the phenotypically based circumscription of these taxa and to resolve their relationships morphological and ITS rDNA data were obtained for 56 individuals representing eight Caloplaca species belonging to the C. saxícola group. We tested the monophyly of these eight morphospecies by performing maximum parsimony, maximum likelihood and two different types of Bayesian analyses (with and without a priori alignments). Restricting phylogenetic analyses to unambiguously aligned portions of ITS was sufficient to resolve, with high bootstrap support, five of the eight previously recognized species within the C. saxícola group. However, phylogenetic resolution of all or most of the eight species currently included as two distinct subgroups within the C. saxícola group was possible only by combining morphological characters and signal from ambiguously aligned regions with the unambiguously aligned ITS sites or when the entire ITS1 and 2 regions were not aligned a priori and included as an integral component of a Bayesian analysis (BAli-Phy). The arnoldii subgroup includes C. arnoldii, comprising four subspecies, and the to the C. saxícola subgroup, monophyly of taxa included within the arnoldii subgroup and their relationships could not be resolved with combined ITS and morphological data. Unequivocal morphological synapomorphies for all species except C. arnoldii and C. pusilla are recognized and presented.|Align or not to align? Resolving species complexes within the Caloplaca saxicola group as a case study|http://www.jstor.org/stable/41151437|41151437|2011-03-01|2011|['eng']|['Biological sciences - Biology']|['Biological Sciences', 'Botany & Plant Sciences', 'Science and Mathematics']
The Baysian analysis of loglinear models requires the evaluation of high-dimensional integrals. Such an evaluation is frequently computationally prohibitive even with modern computers. We provide a parameterization of the loglinear model which renders these integrations amenable to the numerical methods of adaptive important sampling. This approach is applied in the analysis of two-way contingency tables using Goodman's RC model. We base the analysis on the full posterior distribution for the loglinear model and obtain the posterior distribution of a goodness-of-fit measure for Goodman's RC model.|COMPUTATIONAL ISSUES IN THE BAYESIAN ANALYSIS OF CATEGORICAL DATA: LOG-LINEAR AND GOODMAN'S RC MODEL|http://www.jstor.org/stable/24304965|24304965|1993-07-01|1993|['eng']|['Mathematics - Applied mathematics', 'Mathematics - Mathematical logic']|['Mathematics', 'Science and Mathematics', 'Statistics']
We develop a feature allocation model for inference on genetic tumor variation using next-generation sequencing data. Specifically, we record single nucleotide variants (SNVs) based on short reads mapped to human reference genome and characterize tumor heterogeneity by latent haplotypes defined as a scaffold of SNVs on the same homologous genome. For multiple samples from a single tumor, assuming that each sample is composed of some sample-specific proportions of these haplotypes, we then fit the observed variant allele fractions of SNVs for each sample and estimate the proportions of haplotypes. Varying proportions of haplotypes across samples is evidence of tumor heterogeneity since it implies varying composition of cell subpopulations. Taking a Bayesian perspective, we proceed with a prior probability model for all relevant unknown quantities, including, in particular, a prior probability model on the binary indicators that characterize the latent haplotypes. Such prior models are known as feature allocation models. Specifically, we define a simplified version of the Indian buffet process, one of the most traditional feature allocation models. The proposed model allows overlapping clustering of SNVs in defining latent haplotypes, which reflects the evolutionary process of subclonal expansion in tumor samples.|A BAYESIAN FEATURE ALLOCATION MODEL FOR TUMOR HETEROGENEITY|http://www.jstor.org/stable/24522595|24522595|2015-06-01|2015|['eng']|['Biological sciences - Biology']|['Mathematics', 'Science & Mathematics', 'Statistics']
This paper studies U. S. inflation adjustment speed to aggregate technology shocks and to monetary policy shocks in a medium size Bayesian vector autoregression model. According to the model estimated on the 1959-2007 sample, inflation adjusts much faster to aggregate technology shocks than to monetary policy shocks. These results are robust to different identification assumptions and measures of aggregate prices. However, by separately estimating the model over the pre-and post-1980 periods, this paper further shows that inflation adjusts much faster to technology shocks than to monetary policy shocks in the post-1980 period, but not in the pre-1980 period.|Does Inflation Adjust Faster to Aggregate Technology Shocks than to Monetary Policy Shocks?|http://www.jstor.org/stable/41304419|41304419|2011-12-01|2011|['eng']|['Information science - Informetrics', 'Economics - Economic disciplines', 'Business - Business operations']|['Business', 'Business & Economics Collection', 'Economics', 'Finance']
Theories of grammatical development differ in how much abstract knowledge they attribute to young children. Here, we report a series of experiments using a computational model to evaluate the explanatory power of child grammars based not on abstract rules but on concrete words and phrases and some local abstractions associated with these words and phrases. We use a Bayesian procedure to extract such item-based grammars from transcriptions of 28+ h of each of two children's speech at 2 and 3 years of age. We then use these grammars to parse all of the unique multiword utterances from transcriptions of separate recordings of these same children at each of the two ages. We found that at 2 years of age such a model had good coverage and predictive fit, with the children showing radically limited productivity. Furthermore, adding expert-annotated parts of speech to the induction procedure had little effect on coverage, with the exception of the category of noun. At age 3, the children's productivity sharply increased and the addition of a verb and a noun category markedly improved the model's performance.|Modeling Children's Early Grammatical Knowledge|http://www.jstor.org/stable/40485180|40485180|2009-10-13|2009|['eng']|['Linguistics - Grammar', 'Linguistics - Language', 'Mathematics - Mathematical logic']|['Science & Mathematics', 'Biological Sciences', 'General Science']
Motivated by a study exploring geographic disparities in test scores among fourth graders in North Carolina, we develop a multivariate mixture model for the spatial analysis of correlated continuous outcomes. The responses are modelled as a finite mixture of multivariate normal distributions, which accommodates a wide range of marginal response distributions and allows investigators to examine covariate effects within subpopulations of interest. The model has a hierarchical structure incorporating both individual and areal level predictors as well as spatial random effects for each mixture component. Conditional auto-regressive priors on the random effects provide spatial smoothing and allow the shape of the multivariate distribution to vary flexibly across geographic regions. By integrating over this distribution, we obtain region-specific joint, marginal and conditional inferences of interest. We adopt a Bayesian modelling approach and develop an efficient posterior sampling algorithm that relies primarily on closed form full conditionals. Our results show that students in the central and coastal counties of North Carolina demonstrate higher achievement on average than students in the other parts of the state. These findings can be used to guide county level initiatives, such as school-based literacy programmes, to improve elementary education.|A multivariate spatial mixture model for areal data: examining regional differences in standardized test scores|http://www.jstor.org/stable/24771886|24771886|2014-11-01|2014|['eng']|['Applied sciences - Engineering', 'Mathematics - Mathematical objects']|['Science & Mathematics', 'Statistics']
Assuming a set of observations is available from the general linear model, and assuming prior information about parameters, we propose a method of assessing the influence of specified subsets of the data when the goal is to predict future observations.|A Predictive View of the Detection and Characterization of Influential Observations in Regression Analysis|http://www.jstor.org/stable/2287120|2287120|1983-03-01|1983|['eng']|['Mathematics - Mathematical logic']|['Science & Mathematics', 'Statistics']
